original_swift_name,obsid,conventional_names
Comet64P/Swift-Gehrels,10840001,64P
C/2015V2Johnson,94295001,C/2015V2
C/2019Q4Borisov,13019001,C/2019Q4
C/2019Q4Borisov,12360002,C/2019Q4
C/2014E2(Jacques),33363001,C/2014E2
Comet90P/Gehrels,34893001,90P
Comet90P/Gehrels,34893002,90P
C/2019Q4Borisov,12142001,C/2019Q4
COMET46P/WIRTANEN,94386002,46P
COMET46P/WIRTANEN,94436001,46P
C/2019Y4ATLAS,13442003,C/2019Y4
Comet41P,10090001,41P
Comet41P,10090002,41P
Comet41P,10090003,41P
Comet41P,10090004,41P
Comet41P,10090005,41P
Comet8P/Tuttle,31110001,8P
C/2019Q4Borisov,13227001,C/2019Q4
Comet73P/3-C,30588001,73P
Comet41P,10106001,41P
Comet41P,10106002,41P
Comet41P,10106003,41P
Comet41P,10106004,41P
Comet41P,10106005,41P
CometC/2022E3(ZTF),5000261001,C/2022E3
CometC/2022E3(ZTF),5000261002,C/2022E3
CometC/2022E3(ZTF),5000261003,C/2022E3
C/2019Y4ATLAS,13332001,C/2019Y4
C/2019Q4Borisov,13219001,C/2019Q4
C/2019Q4Borisov,13219002,C/2019Q4
C/2019Q4Borisov,13219003,C/2019Q4
C/2015V2Johnson,94313003,C/2015V2
C/2013A1SidingSpring,92209001,C/2013A1
Comet73P/3-C,30619001,73P
CometC/2022E3(ZTF),5000337002,C/2022E3
CometC/2022E3(ZTF),5000337003,C/2022E3
CometC/2022E3(ZTF),5000337004,C/2022E3
CometC/2022E3(ZTF),5000337005,C/2022E3
CometC/2022E3(ZTF),5000337006,C/2022E3
CometGarradd,91575001,C/2009P1
Comet8P/Tuttle,31195001,8P
Comet8P/Tuttle,31195002,8P
CometC/2009P1,91211001,C/2009P1
CometC/2009P1,91211002,C/2009P1
PANSTARRS(C/2012K1),92036001,C/2012K1
PANSTARRS(C/2012K1),92036002,C/2012K1
PANSTARRS(C/2012K1),92036003,C/2012K1
CometC/2014E2(Jacques),33290001,C/2014E2
CometC/2014E2(Jacques),33290002,C/2014E2
COMET46P/WIRTANEN,94444001,46P
C/2013A1(SidingSprings),92006001,C/2013A1
C/2013A1(SidingSprings),92006002,C/2013A1
C/2013A1(SidingSprings),92006003,C/2013A1
Comet73P/3-C,30412001,73P
Comet73P/3-C,30412002,73P
CometK1Panstarrs,33436001,1P
CometK1Panstarrs,33436002,1P
CometC/2022E3(ZTF),5000270001,C/2022E3
CometC/2022E3(ZTF),5000270002,C/2022E3
CometC/2022E3(ZTF),5000270003,C/2022E3
CometC/2012S1(ISON),32695001,C/2012S1
CometC/2012S1(ISON),32695002,C/2012S1
C/2015V2Johnson,10012001,C/2015V2
C/2015V2Johnson,10012002,C/2015V2
2P/Encke_orb2_p2,91779001,2P
2P/Encke_orb2_p2,91779002,2P
2P/Encke_orb2_p2,91779003,2P
CometC/2012S1(ISON),32696001,C/2012S1
CometC/2012S1(ISON),32696002,C/2012S1
C/2015V2Johnson,94264002,C/2015V2
C/2015VL62,93596002,C/2015VL62
Comet73P/3-C,30677001,73P
CometC/2022E3(ZTF),5000260003,C/2022E3
CometC/2022E3(ZTF),5000304001,C/2022E3
CometC/2022E3(ZTF),5000304002,C/2022E3
CometC/2022E3(ZTF),5000304003,C/2022E3
Comet41P,10095001,41P
Comet41P,10095002,41P
Comet81P/Wild-2,31683001,81P
Comet2006M4,30820001,C/2006M4
Comet141P/Macholz2,14157003,141P
Comet73P/3-C,30592001,73P
C/2019Y4ATLAS,13397002,C/2019Y4
C/2013A1SidingSpring,33781001,C/2013A1
C/2017K2,5000030001,C/2017K2
2P/Encke_orb9_p1,91792001,2P
2P/Encke_orb9_p1,91792002,2P
Comet2013US10Catalina,34831001,C/2013US10
Comet2013US10Catalina,34831002,C/2013US10
Comet2013US10Catalina,34831003,C/2013US10
CometC/2014E2(Jacques),33407001,C/2014E2
CometC/2014E2(Jacques),33407002,C/2014E2
C/2013X1Panstarrs,34272001,C/2013X1
C/2013X1Panstarrs,34272002,C/2013X1
C/2013X1Panstarrs,34272003,C/2013X1
C/2013X1Panstarrs,34272004,C/2013X1
C/2013X1Panstarrs,34272005,C/2013X1
Comet22P/Kopff,31497001,22P
Comet22P/Kopff,31497002,22P
Comet73P/3-C,30673001,73P
2P/Encke_orb13_p1_makeup,91812001,2P
2P/Encke_orb13_p1_makeup,91812002,2P
C/2014E2(Jacques),33257001,C/2014E2
C/2014E2(Jacques),33257002,C/2014E2
C/2014E2(Jacques),33257003,C/2014E2
Comet64P/Swift-Gehrels,10846003,64P
Comet73P/3-C,30703001,73P
C/2013US10(Catalina),33826001,C/2013US10
C/2013US10(Catalina),33826002,C/2013US10
C/2013US10(Catalina),33826003,C/2013US10
CometC/2015V2Johnson,34559001,C/2015V2
CometC/2015V2Johnson,34559002,C/2015V2
CometC/2015V2Johnson,34559003,C/2015V2
Comet88P/Howell,13768001,88P
Comet88P/Howell,13768002,88P
C/2019Q4Borisov,11790001,C/2019Q4
Comet41P,10096001,41P
Comet41P,10096002,41P
Comet41P,10096003,41P
Comet41P,10096004,41P
Comet41P,10096005,41P
Comet22P/Kopff,31449001,22P
Comet22P/Kopff,31449002,22P
Comet73P/3-C,30425001,73P
Comet73P/3-C,30425002,73P
C/2013US10(Catalina),33933001,C/2013US10
C/2017K2,5000038001,C/2017K2
C/2019Q4Borisov,12363001,C/2019Q4
C/2017K2,95947002,C/2017K2
C/2017K2,5000200004,C/2017K2
Comet64P/Swift-Gehrels,10853002,64P
Comet73P/3-C,30710001,73P
Comet2015V2Johnson,34947001,C/2015V2
Comet73P/3-C,30621001,73P
Comet2015V2Johnson,10083001,C/2015V2
Comet2015V2Johnson,10083002,C/2015V2
C/2015V2Johnson,94181001,C/2015V2
C/2017K2,5000081001,C/2017K2
C/2017K2,5000081002,C/2017K2
C/2019Y4ATLAS,13457002,C/2019Y4
C/2015VL62,10134001,C/2015VL62
C/2019Q4Borisov,12140001,C/2019Q4
CometC/2014E2(Jacques),33399001,C/2014E2
CometC/2014E2(Jacques),33399002,C/2014E2
CometC/2014E2(Jacques),33399003,C/2014E2
C/2012K1PANSTARRS,92024001,C/2012K1
C/2012K1PANSTARRS,92024002,C/2012K1
C/2017K2,5000075001,C/2017K2
C/2017K2,5000075002,C/2017K2
CometP/2010A2(LINEAR),31597001,P/2010A2
CometP/2010A2(LINEAR),31597002,P/2010A2
CometP/2010A2(LINEAR),31597003,P/2010A2
C/2017K2,5000233002,C/2017K2
PANSTARRS(C/2012K1),92035001,C/2012K1
PANSTARRS(C/2012K1),92035002,C/2012K1
PANSTARRS(C/2012K1),92035003,C/2012K1
C/2017K2,95951002,C/2017K2
Comet141P/Macholz2,14189003,141P
C/2015VL62,94160003,C/2015VL62
Comet41P,10111001,41P
Comet41P,10111002,41P
Comet73P/3-C,30655001,73P
COMET46P/WIRTANEN,94434001,46P
Comet Holmes,30992001,17P
C/2015V2Johnson,94174002,C/2015V2
CometLulin,31367001,C/2007N3
C/2015V2Johnson,94273003,C/2015V2
C/2013A1SidingSpring,92207001,C/2013A1
C/2013A1SidingSpring,92207002,C/2013A1
C/2019Y4ATLAS,13432001,C/2019Y4
C/2014E2(Jacques),33357001,C/2014E2
C/2014E2(Jacques),33357002,C/2014E2
Comet103P/Hartley2,31810001,103P
Comet103P/Hartley2,31810003,103P
CometC2012S1(ISON),33027001,C/2012S1
CometC2012S1(ISON),33027003,C/2012S1
C/2015VL62,93589003,C/2015VL62
Comet73P/3-C,30400001,73P
Comet73P/3-C,30400002,73P
C/2019Q4Borisov,11788001,C/2019Q4
C/2019Q4Borisov,13089001,C/2019Q4
Comet8P/Tuttle,31067001,8P
Comet8P/Tuttle,31067002,8P
C/2015V2Johnson,94308002,C/2015V2
Comet73P/3-C,30674001,73P
CometHolmes,31000001,17P
CometC/2012K1(PANSTARRS),91999001,C/2012K1
Comet141P/Macholz2,14155001,141P
C/2017K2,5000043002,C/2017K2
COMET46P/WIRTANEN,94390001,46P
COMET46P/WIRTANEN,94390002,46P
COMET46P/WIRTANEN,94390003,46P
C/2019Q4Borisov,11804001,C/2019Q4
Comet41P,93566001,41P
Comet41P,93566002,41P
CometC/2011W3Lovejoy,32251001,C/2011W3
CometC/2011W3Lovejoy,32251002,C/2011W3
Comet2013X1Panstarrs,92803001,C/2013X1
Comet2013X1Panstarrs,92803002,C/2013X1
Comet2013X1Panstarrs,92803003,C/2013X1
C/2013A1SidingSpring,92012001,C/2013A1
CometC/2022E3(ZTF),5000274001,C/2022E3
CometC/2022E3(ZTF),5000274002,C/2022E3
CometC/2022E3(ZTF),5000274003,C/2022E3
Comet41P,10108001,41P
Comet41P,10108002,41P
Comet41P,10108003,41P
Comet41P,10108004,41P
Comet41P,10108005,41P
Comet8P/Tuttle,31090001,8P
C/2019Q4Borisov,13020002,C/2019Q4
CometC/2013X1PANSTARRS,34724001,C/2013X1
C/2019Q4Borisov,12981003,C/2019Q4
C/29P,5000059001,29P
C/29P,5000059002,29P
C/29P,5000059003,29P
Comet22P/Kopff,31496001,22P
CometC/2022E3(ZTF),5000311001,C/2022E3
CometC/2022E3(ZTF),5000311002,C/2022E3
CometC/2022E3(ZTF),5000311003,C/2022E3
CometC/2022E3(ZTF),5000311004,C/2022E3
CometC/2022E3(ZTF),5000311005,C/2022E3
CometC/2022E3(ZTF),5000311006,C/2022E3
C/2012K1PANSTARRS,92019001,C/2012K1
C/2012K1PANSTARRS,92019002,C/2012K1
Comet8P/Tuttle,31068001,8P
Comet8P/Tuttle,31068002,8P
Comet141P/Macholz2,14176002,141P
C/2015V2Johnson,94267001,C/2015V2
Comet64P/Swift-Gehrels,10827003,64P
Comet73P/3-C,30658001,73P
C/2012K1(PanSTARRS),92017001,C/2012K1
C/2012K1(PanSTARRS),92017002,C/2012K1
C/2013US10(Catalina),34025001,C/2013US10
C/2019Q4Borisov,12129001,C/2019Q4
C/2017K2,95958001,C/2017K2
C/2013US10(Catalina),33824001,C/2013US10
C/2013US10(Catalina),33824002,C/2013US10
C/2013US10(Catalina),33824003,C/2013US10
C/2013US10(Catalina),33824004,C/2013US10
C/2017K2,5000008003,C/2017K2
Comet81P/Wild-2,31668001,81P
C/2013A1(SidingSpring),33430001,C/2013A1
C/2013A1(SidingSpring),33430002,C/2013A1
C/2017K2,5000212002,C/2017K2
C/2013A1(SidingSpring),33426001,C/2013A1
C/2013A1(SidingSpring),33426002,C/2013A1
C/2017K2,5000228004,C/2017K2
CometHolmes,30999001,17P
Comet22P/Kopff,31502001,22P
Comet22P/Kopff,31502002,22P
CometC/2022E3(ZTF),5000309001,C/2022E3
CometC/2022E3(ZTF),5000309002,C/2022E3
CometC/2022E3(ZTF),5000309003,C/2022E3
CometC/2022E3(ZTF),5000309004,C/2022E3
CometC/2022E3(ZTF),5000309005,C/2022E3
CometC/2022E3(ZTF),5000309006,C/2022E3
CometLulin,31366001,C/2007N3
C/2019Q4Borisov,13094002,C/2019Q4
Comet73P/3-C,30660001,73P
CometC/2013US10Catalina,33517001,C/2013US10
CometC/2013US10Catalina,33517002,C/2013US10
CometC/2013US10Catalina,33517003,C/2013US10
Comet103P/Hartley2,31823001,103P
Comet103P/Hartley2,31823002,103P
Comet103P/Hartley2,31823003,103P
Comet81P/Wild-2,31675001,81P
C/2017K2,95959002,C/2017K2
CometC/2014E2(Jacques),33402001,C/2014E2
CometC/2014E2(Jacques),33402002,C/2014E2
C/2013X1Panstarrs,34242001,C/2013X1
Comet73P/3-C,30628001,73P
C/2019Q4Borisov,13140003,C/2019Q4
CometC/2012K1(PANSTARRS),32848001,C/2012K1
CometC/2012K1(PANSTARRS),32848002,C/2012K1
Comet64P/Swift-Gehrels,10845002,64P
2P/Encke_orb1_p2,91777001,2P
2P/Encke_orb1_p2,91777002,2P
2P/Encke_orb1_p2,91777003,2P
C/2019Q4Borisov,12988002,C/2019Q4
Comet88P/Howell,13832001,88P
Comet88P/Howell,13832002,88P
C/2019Q4Borisov,12373003,C/2019Q4
Comet73P/3-C,30556001,73P
CometHolmes,31012001,17P
C/2015V2Johnson,94305003,C/2015V2
Comet9P/Tempel1,31942001,9P
Comet9P/Tempel1,31942002,9P
C/2019Q4Borisov,13090002,C/2019Q4
COMET46P/WIRTANEN,94402001,46P
COMET46P/WIRTANEN,94402002,46P
COMET46P/WIRTANEN,94402003,46P
Comet73P/3-C,30706001,73P
C/2019Y4ATLAS,13362001,C/2019Y4
C/2019Q4Borisov,12979001,C/2019Q4
C/2014E2(Jacques),33367001,C/2014E2
C/2014E2(Jacques),33367002,C/2014E2
C/2015V2Johnson,10159001,C/2015V2
C/2015V2Johnson,10159002,C/2015V2
C/2015V2Johnson,10159003,C/2015V2
C/2009P1(GARRADD),91570001,C/2009P1
C/2009P1Garradd,91250001,C/2009P1
C/2009P1Garradd,91250002,C/2009P1
Comet2015VL62,34912001,C/2015VL62
C/2015VL62,93601003,C/2015VL62
C/2015V2Johnson,10010001,C/2015V2
C/2015V2Johnson,10010002,C/2015V2
C/2015V2Johnson,10010003,C/2015V2
CometC/2022E3(ZTF),5000293001,C/2022E3
CometC/2022E3(ZTF),5000293002,C/2022E3
CometC/2022E3(ZTF),5000293003,C/2022E3
CometC/2022E3(ZTF),5000293004,C/2022E3
CometC/2022E3(ZTF),5000293005,C/2022E3
C/2013US10(Catalina),34021001,C/2013US10
C/2013US10(Catalina),34021002,C/2013US10
2P/Encke_orb11_p1,91796001,2P
2P/Encke_orb11_p1,91796002,2P
C/2019Q4Borisov,11800001,C/2019Q4
Comet73P/3-C,30700001,73P
C/2019Y4ATLAS,13416001,C/2019Y4
C/2017K2,5000223006,C/2017K2
Comet8P/Tuttle,31147001,8P
Comet8P/Tuttle,31147002,8P
C/2017K2,5000187001,C/2017K2
C/2017K2,5000187002,C/2017K2
C/2017K2,5000187003,C/2017K2
C/2017K2,5000187004,C/2017K2
C/2017K2,5000187005,C/2017K2
C/2017K2,5000187006,C/2017K2
C/2009P1Garradd,91249002,C/2009P1
Comet73P/3-C,30683001,73P
C/2019Q4Borisov,11814001,C/2019Q4
C/2019Y4ATLAS,13422001,C/2019Y4
C/2015V2Johnson,94312002,C/2015V2
Comet73P/3-C,30687001,73P
C/2017K2,5000215005,C/2017K2
C/2013A1SidingSpring,92008001,C/2013A1
C/2013A1SidingSpring,92008002,C/2013A1
Comet8P/Tuttle,31112001,8P
C/2013A1SidingSpring,92015001,C/2013A1
C/2013A1SidingSpring,92015002,C/2013A1
C/2019Q4Borisov,12120001,C/2019Q4
Comet73P/3-C,30685001,73P
Comet73P/3-C,30591001,73P
C/2013X1PANSTARRSOrbit1,92404001,C/2013X1
C/2013X1PANSTARRSOrbit1,92404002,C/2013X1
C/2013X1PANSTARRSOrbit1,92404003,C/2013X1
C/2013X1PANSTARRSOrbit1,92404004,C/2013X1
C/2013X1PANSTARRSOrbit1,92404005,C/2013X1
C/2015V2Johnson,10161001,C/2015V2
C/2015V2Johnson,10161002,C/2015V2
Comet73P/3-C,30420001,73P
Comet73P/3-C,30420002,73P
Comet73P/3-C,30625001,73P
C/2015VL62,94162001,C/2015VL62
Comet73P/3-C,30599001,73P
C/2017K2,5000015002,C/2017K2
CometHolmes,31010001,17P
Comet2013A1SidingSpring,33021001,C/2013A1
Comet2013A1SidingSpring,33021002,C/2013A1
Comet2013A1SidingSpring,33021003,C/2013A1
CometC/2014E2(Jacques),33294001,C/2014E2
CometC/2014E2(Jacques),33294002,C/2014E2
C/2015V2Johnson,94289003,C/2015V2
C/2013X1PANSTARRS,34578001,C/2013X1
C/2013X1PANSTARRS,34578002,C/2013X1
C/2013X1PANSTARRS,34578003,C/2013X1
C/2013X1PANSTARRS,34578004,C/2013X1
C/2013X1PANSTARRS,34578005,C/2013X1
Comet73P/3-C,30503001,73P
C/2017K2,5000221004,C/2017K2
81P/WILD-2,90266001,81P
Comet141P/Macholz2,14175001,141P
Comet73P/3-C,30678001,73P
C/2019Q4Borisov,12343001,C/2019Q4
C/2017K2,96011001,C/2017K2
C/2009P1(GARRADD),91564001,C/2009P1
C/2019Y4ATLAS,13345002,C/2019Y4
Comet64P/Swift-Gehrels,10809001,64P
Comet88P/Howell,13741001,88P
CometC/2022E3(ZTF),5000300001,C/2022E3
CometC/2022E3(ZTF),5000300002,C/2022E3
CometC/2022E3(ZTF),5000300003,C/2022E3
CometC/2022E3(ZTF),5000300004,C/2022E3
CometC/2022E3(ZTF),5000300005,C/2022E3
CometC/2022E3(ZTF),5000300006,C/2022E3
C/2016R2,10576001,C/2016R2
2P/Encke_orb7_p2,91789001,2P
2P/Encke_orb7_p2,91789002,2P
2P/Encke_orb7_p2,91789003,2P
CometC/2012(ISON),33029001,C/2012S1
C/2013X1PANSTARRS,34615001,C/2013X1
C/2013X1PANSTARRS,34615002,C/2013X1
C/2013X1PANSTARRS,34615003,C/2013X1
C/2013X1PANSTARRS,34615004,C/2013X1
C/2013X1PANSTARRS,34615005,C/2013X1
C/2017K2,5000006001,C/2017K2
9P/TEMPEL-1,90419001,9P
9P/TEMPEL-1,90419002,9P
CometP/2010A2(LINEAR),31599001,P/2010A2
CometP/2010A2(LINEAR),31599002,P/2010A2
2P/Encke_orb6_p1,91786001,2P
2P/Encke_orb6_p1,91786002,2P
C/2013X1Panstarrs,34273001,C/2013X1
C/2013X1Panstarrs,34273002,C/2013X1
C/2013X1Panstarrs,34157001,C/2013X1
C/2019Q4Borisov,12122001,C/2019Q4
CometC/2012K1(PANSTARRS),92027001,C/2012K1
CometC/2012K1(PANSTARRS),92027002,C/2012K1
Comet22P/Kopff,31450001,22P
Comet22P/Kopff,31450002,22P
C/2019Y4ATLAS,13420001,C/2019Y4
C/2014E2(Jacques),33255001,C/2014E2
C/2014E2(Jacques),33255002,C/2014E2
C/2017K2,5000209006,C/2017K2
C/2017K2,5000340001,C/2017K2
C/2017K2,5000340002,C/2017K2
C/2017K2,5000340003,C/2017K2
C/2017K2,5000340004,C/2017K2
C/2017K2,5000340005,C/2017K2
C/2017K2,5000340006,C/2017K2
CometC/2012(ISON),33032001,C/2012S1
C/2015V2Johnson,94276002,C/2015V2
C/2017K2,5000095001,C/2017K2
C/2017K2,5000095002,C/2017K2
C/2015V2Johnson,94277003,C/2015V2
CometP/2010A2(LINEAR),31600001,P/2010A2
CometP/2010A2(LINEAR),31600002,P/2010A2
2P/Encke_orb10_p1_makeup,91808001,2P
2P/Encke_orb10_p1_makeup,91808002,2P
Comet73P/3-C,30694001,73P
C/2017K2,5000192003,C/2017K2
C/2015V2(Johnson),10426001,C/2015V2
C/2015V2(Johnson),10426002,C/2015V2
C/2015V2(Johnson),10426003,C/2015V2
C/2015V2(Johnson),10426004,C/2015V2
C/2015V2(Johnson),10426005,C/2015V2
COMET46P/WIRTANEN,94433001,46P
COMET46P/WIRTANEN,94433002,46P
C/2019Q4Borisov,13221001,C/2019Q4
C/2019Q4Borisov,13221002,C/2019Q4
C/2019Q4Borisov,13221003,C/2019Q4
C/2017K2,5000277001,C/2017K2
C/2017K2,5000277002,C/2017K2
C/2017K2,5000277003,C/2017K2
C/2017K2,5000277004,C/2017K2
C/2017K2,5000277005,C/2017K2
C/2017K2,5000277006,C/2017K2
2P/Encke_orb14_p1,91802001,2P
2P/Encke_orb14_p1,91802002,2P
Comet88P/Howell,13730001,88P
CometP/2010A2(LINEAR),31606001,P/2010A2
Comet73P/3-C,30698001,73P
Comet73P/3-C,30589001,73P
C/2013US10Catalina,34686001,C/2013US10
C/2013US10Catalina,34686002,C/2013US10
C/2013US10Catalina,34686003,C/2013US10
Comet88P/Howell,13828001,88P
Comet88P/Howell,13828002,88P
Comet88P/Howell,13743001,88P
Comet41P,10089001,41P
Comet41P,10089002,41P
Comet64P/Swift-Gehrels,10848001,64P
Comet73P/3-C,30653001,73P
C/2019Q4Borisov,12977003,C/2019Q4
CometC/2022E3(ZTF),5000259002,C/2022E3
C/2013X1Panstarrs,34269001,C/2013X1
C/2013X1Panstarrs,34269002,C/2013X1
2P/Encke_orb9_p2,91793001,2P
2P/Encke_orb9_p2,91793002,2P
2P/Encke_orb9_p2,91793003,2P
C/2015V2Johnson,94177001,C/2015V2
Comet2013X1Panstarrs,34874001,C/2013X1
Comet2013X1Panstarrs,34874002,C/2013X1
Comet2013X1Panstarrs,34874003,C/2013X1
Comet81P/Wild-2,31672001,81P
Comet81P/Wild-2,31672002,81P
Comet88P/Howell,13766001,88P
Comet88P/Howell,13766002,88P
Comet88P/Howell,13766003,88P
Comet88P/Howell,13766004,88P
Comet88P/Howell,13766005,88P
Comet88P/Howell,13766006,88P
C/2016R2,10580001,C/2016R2
C/2016R2,10580002,C/2016R2
C/2016R2,10580003,C/2016R2
C/2016R2,10580004,C/2016R2
C/2016R2,10580005,C/2016R2
C/2012K1Panstarrs,34233001,C/2012K1
C/2012K1Panstarrs,34233002,C/2012K1
C/2012K1Panstarrs,34233003,C/2012K1
C/2013A1SidingSpring,92208001,C/2013A1
C/2013A1SidingSpring,92208002,C/2013A1
CometC/2012K1(PANSTARRS),91997001,C/2012K1
CometC/2012K1(PANSTARRS),91997002,C/2012K1
C/29P,5000049001,29P
C/29P,5000049002,29P
C/29P,5000049003,29P
C/2019Q4Borisov,12991001,C/2019Q4
Comet8P/Tuttle,31064001,8P
Comet8P/Tuttle,31064002,8P
COMET46P/WIRTANEN,94387001,46P
COMET46P/WIRTANEN,94387002,46P
COMET46P/WIRTANEN,94387003,46P
C/2019Q4Borisov,13171003,C/2019Q4
Comet73P/3-C,30665001,73P
C/2017K2,95996002,C/2017K2
C/2015VL62,10139001,C/2015VL62
C/2015VL62,10139002,C/2015VL62
CometC/2012K1(Panstarrs),34036001,C/2012K1
CometC/2012K1(Panstarrs),34036002,C/2012K1
CometC/2012K1(Panstarrs),34036003,C/2012K1
C/2019Q4Borisov,13213001,C/2019Q4
C/2019Q4Borisov,13213002,C/2019Q4
C/2019Q4Borisov,13213003,C/2019Q4
PANSTARRS(C/2012K1),32899001,C/2012K1
PANSTARRS(C/2012K1),32899002,C/2012K1
C/2017K2,95993003,C/2017K2
Comet8P/Tuttle,31193001,8P
Comet8P/Tuttle,31193002,8P
C/2015V2(Johnson),10215001,C/2015V2
C/2015V2(Johnson),10215002,C/2015V2
C/2015V2(Johnson),10215003,C/2015V2
C/2015V2(Johnson),10215004,C/2015V2
C/2015V2(Johnson),10215005,C/2015V2
CometC/2012S1(ISON),32747001,C/2012S1
C/2019Y4ATLAS,13445002,C/2019Y4
Comet103P/Hartley2,31877001,103P
Comet103P/Hartley2,31877002,103P
C/2013X1Panstarrs,34155001,C/2013X1
C/2013X1Panstarrs,34155002,C/2013X1
C/2019Y4ATLAS,13448001,C/2019Y4
COMET46P/WIRTANEN,94405001,46P
COMET46P/WIRTANEN,94405002,46P
COMET46P/WIRTANEN,94405003,46P
C/2019Y4ATLAS,13328001,C/2019Y4
Comet88P/Howell,13742001,88P
Comet8P/Tuttle,31161001,8P
Comet8P/Tuttle,31161002,8P
Comet8P/Tuttle,31051001,8P
Comet8P/Tuttle,31051002,8P
CometC/2012K1(PANSTARRS),32855001,C/2012K1
CometC/2012K1(PANSTARRS),32855002,C/2012K1
CometP/2010A2(LINEAR),31610001,P/2010A2
C/2019Q4Borisov,13225001,C/2019Q4
C/2019Q4Borisov,13225002,C/2019Q4
2P/Encke,91771001,2P
2P/Encke,91771002,2P
CometC/2012S1(ISON),32982001,C/2012S1
CometC/2012S1(ISON),32982002,C/2012S1
Comet141P/Macholz2,14127002,141P
CometLulin,31332001,C/2007N3
C/2015V2Johnson,94303001,C/2015V2
CometHolmes,31009001,17P
C/2015VL62,94155002,C/2015VL62
C/2017K2,5000084001,C/2017K2
Comet2006M4,30819001,C/2006M4
C/2019Y4ATLAS,13402003,C/2019Y4
C/2012K1Panstarrs,34232001,C/2012K1
C/2012K1Panstarrs,34232002,C/2012K1
C/2012K1Panstarrs,34232003,C/2012K1
C/2015V2Johnson,34864001,C/2015V2
C/2013A1SidingSprings,33618001,C/2013A1
C/2013A1SidingSprings,33618002,C/2013A1
C/2013A1SidingSprings,33618003,C/2013A1
CometLulin,31347001,C/2007N3
C/2015V2Johnson,94269003,C/2015V2
CometC1/2013SidingSprings,33146001,C/2013A1
CometC1/2013SidingSprings,33146002,C/2013A1
CometC1/2013SidingSprings,33146003,C/2013A1
CometK1Panstarrs,33435001,1P
CometK1Panstarrs,33435002,1P
CometC/2012S1ISON,33017001,C/2012S1
CometC/2012S1ISON,33017002,C/2012S1
CometC/2022E3(ZTF),5000303001,C/2022E3
CometC/2022E3(ZTF),5000303002,C/2022E3
CometC/2022E3(ZTF),5000303003,C/2022E3
C/2017K2,5000004003,C/2017K2
C/2019Y4ATLAS,13363002,C/2019Y4
CometC/2022E3(ZTF),5000264001,C/2022E3
CometC/2022E3(ZTF),5000264002,C/2022E3
CometC/2022E3(ZTF),5000264003,C/2022E3
C/2015V2Johnson,94263001,C/2015V2
Comet88P/Howell,13740001,88P
COMET46P/WIRTANEN,94385001,46P
COMET46P/WIRTANEN,94385004,46P
COMET46P/WIRTANEN,94385005,46P
CometC/2014E2(Jacques),33406001,C/2014E2
CometC/2014E2(Jacques),33406002,C/2014E2
C/2019Y4ATLAS,13440001,C/2019Y4
C/2019Y4ATLAS,13421001,C/2019Y4
C/2013X1Panstarrs,34274001,C/2013X1
C/2019Q4Borisov,12141001,C/2019Q4
C/2017K2,5000094001,C/2017K2
C/2017K2,5000279001,C/2017K2
C/2017K2,5000279002,C/2017K2
C/2017K2,5000279003,C/2017K2
C/2017K2,5000279004,C/2017K2
C/2017K2,5000279005,C/2017K2
C/2017K2,5000279006,C/2017K2
CometC/2022E3(ZTF),5000282001,C/2022E3
CometC/2022E3(ZTF),5000282002,C/2022E3
CometC/2022E3(ZTF),5000282003,C/2022E3
CometC/2022E3(ZTF),5000282004,C/2022E3
CometC/2022E3(ZTF),5000282005,C/2022E3
CometC/2022E3(ZTF),5000282006,C/2022E3
C/2016R2,10577001,C/2016R2
C/2016R2,10577002,C/2016R2
C/2016R2,10577003,C/2016R2
C/2016R2,10577004,C/2016R2
C/2016R2,10577005,C/2016R2
C/2019Y4ATLAS,13396001,C/2019Y4
C/2013X1Panstarrs,34160001,C/2013X1
C/2017K2,5000191002,C/2017K2
2P/Encke_orb8_p2,91791001,2P
2P/Encke_orb8_p2,91791002,2P
2P/Encke_orb8_p2,91791003,2P
C/2013US10CatalinaOrbit2,34316001,C/2013US10
C/2013US10CatalinaOrbit2,34316002,C/2013US10
COMET46P/WIRTANEN,94442001,46P
C/2015V2(Johnson),10430001,C/2015V2
C/2015V2(Johnson),10430002,C/2015V2
Comet8P/Tuttle,31022001,8P
Comet8P/Tuttle,31022002,8P
Comet46P/Wirtanen,94424001,46P
Comet8P/Tuttle,31108001,8P
Comet141P/Macholz2,14126001,141P
C/2015V2Johnson,10009001,C/2015V2
C/2015V2Johnson,10009002,C/2015V2
Comet73P/3-C,30642001,73P
Comet141P/Macholz2,14172002,141P
Comet141P/Macholz2,14179001,141P
C/2013X1PANSTARRS,34583001,C/2013X1
C/2012K1PANSTARRS,92026001,C/2012K1
C/2012K1PANSTARRS,92026002,C/2012K1
Comet64P/Swift-Gehrels,10842003,64P
CometC/2013US10Catalina,33759001,C/2013US10
CometC/2013US10Catalina,33759002,C/2013US10
CometC/2013US10Catalina,33759003,C/2013US10
CometC/2013US10Catalina,33759004,C/2013US10
C/2017K2,5000202006,C/2017K2
CometC/2022E3(ZTF),5000297001,C/2022E3
CometC/2022E3(ZTF),5000297002,C/2022E3
CometC/2022E3(ZTF),5000297003,C/2022E3
CometC/2022E3(ZTF),5000297004,C/2022E3
CometC/2022E3(ZTF),5000297005,C/2022E3
CometC/2022E3(ZTF),5000297006,C/2022E3
